"","Date","Frequency"
"1153","2009-03-03",4
"1154","2009-03-04",4
"1155","2009-03-05",4
"1156","2009-03-06",5
"1157","2009-03-07",6
"1158","2009-03-08",7
"1159","2009-03-09",2
"1160","2009-03-10",4
"1161","2009-03-11",1
"1162","2009-03-12",6
"1163","2009-03-13",4
"1164","2009-03-14",8
"1165","2009-03-15",10
"1166","2009-03-16",8
"1167","2009-03-17",8
"1168","2009-03-18",3
"1169","2009-03-19",8
"1170","2009-03-20",13
"1171","2009-03-21",8
"1172","2009-03-22",5
"1173","2009-03-23",4
"1174","2009-03-24",5
"1175","2009-03-25",4
"1176","2009-03-26",5
"1177","2009-03-27",2
"1178","2009-03-28",6
"1179","2009-03-29",10
"1180","2009-03-30",5
"1181","2009-03-31",4
"1182","2009-04-01",6
"1183","2009-04-02",2
"1184","2009-04-03",7
"1185","2009-04-04",10
"1186","2009-04-05",4
"1187","2009-04-06",5
"1188","2009-04-07",8
"1189","2009-04-08",5
"1190","2009-04-09",3
"1191","2009-04-10",4
"1192","2009-04-11",2
"1193","2009-04-13",4
"1194","2009-04-14",1
"1195","2009-04-15",5
"1196","2009-04-16",6
"1197","2009-04-17",7
"1198","2009-04-18",5
"1199","2009-04-19",12
"1200","2009-04-20",8
"1201","2009-04-21",7
"1202","2009-04-22",7
"1203","2009-04-23",6
"1204","2009-04-24",11
"1205","2009-04-25",4
"1206","2009-04-26",3
"1207","2009-04-27",4
"1208","2009-04-28",6
"1209","2009-04-29",3
"1210","2009-04-30",4
"1211","2009-05-01",6
"1212","2009-05-02",4
"1213","2009-05-03",1
"1214","2009-05-04",2
"1215","2009-05-05",5
"1216","2009-05-06",2
"1217","2009-05-07",1
"1218","2009-05-08",3
"1219","2009-05-09",7
"1220","2009-05-10",6
"1221","2009-05-11",3
"1222","2009-05-12",6
"1223","2009-05-13",1
"1224","2009-05-14",7
"1225","2009-05-15",13
"1226","2009-05-16",2
"1227","2009-05-17",7
"1228","2009-05-18",10
"1229","2009-05-19",6
"1230","2009-05-20",9
"1231","2009-05-21",7
"1232","2009-05-22",1
"1233","2009-05-23",5
"1234","2009-05-24",12
"1235","2009-05-25",11
"1236","2009-05-26",4
"1237","2009-05-27",8
"1238","2009-05-28",6
"1239","2009-05-29",4
"1240","2009-05-30",9
"1241","2009-05-31",11
"1242","2009-06-01",11
"1243","2009-06-02",8
"1244","2009-06-03",5
"1245","2009-06-04",4
"1246","2009-06-05",7
"1247","2009-06-06",6
"1248","2009-06-07",7
"1249","2009-06-08",3
"1250","2009-06-09",7
"1251","2009-06-10",9
"1252","2009-06-11",5
"1253","2009-06-12",8
"1254","2009-06-13",10
"1255","2009-06-14",10
"1256","2009-06-15",1
"1257","2009-06-16",5
"1258","2009-06-17",2
"1259","2009-06-18",4
"1260","2009-06-19",7
"1261","2009-06-20",9
"1262","2009-06-21",10
"1263","2009-06-22",5
"1264","2009-06-23",8
"1265","2009-06-24",4
"1266","2009-06-25",4
"1267","2009-06-26",6
"1268","2009-06-27",5
"1269","2009-06-28",6
"1270","2009-06-29",8
"1271","2009-06-30",10
"1272","2009-07-01",13
"1273","2009-07-02",6
"1274","2009-07-03",12
"1275","2009-07-04",45
"1276","2009-07-05",11
"1277","2009-07-06",11
"1278","2009-07-07",12
"1279","2009-07-08",9
"1280","2009-07-09",9
"1281","2009-07-10",10
"1282","2009-07-11",8
"1283","2009-07-12",8
"1284","2009-07-13",5
"1285","2009-07-14",6
"1286","2009-07-15",7
"1287","2009-07-16",7
"1288","2009-07-17",7
"1289","2009-07-18",18
"1290","2009-07-19",7
"1291","2009-07-20",15
"1292","2009-07-21",11
"1293","2009-07-22",11
"1294","2009-07-23",5
"1295","2009-07-24",16
"1296","2009-07-25",21
"1297","2009-07-26",8
"1298","2009-07-27",8
"1299","2009-07-28",3
"1300","2009-07-29",8
"1301","2009-07-30",2
"1302","2009-07-31",5
"1303","2009-08-01",15
"1304","2009-08-02",2
"1305","2009-08-03",10
"1306","2009-08-04",3
"1307","2009-08-05",10
"1308","2009-08-06",7
"1309","2009-08-07",5
"1310","2009-08-08",12
"1311","2009-08-09",3
"1312","2009-08-10",6
"1313","2009-08-11",5
"1314","2009-08-12",5
"1315","2009-08-13",8
"1316","2009-08-14",10
"1317","2009-08-15",20
"1318","2009-08-16",10
"1319","2009-08-17",4
"1320","2009-08-18",4
"1321","2009-08-19",8
"1322","2009-08-20",14
"1323","2009-08-21",9
"1324","2009-08-22",11
"1325","2009-08-23",11
"1326","2009-08-24",7
"1327","2009-08-25",6
"1328","2009-08-26",3
"1329","2009-08-27",8
"1330","2009-08-28",8
"1331","2009-08-29",9
"1332","2009-08-30",7
"1333","2009-08-31",6
"1334","2009-09-01",8
"1335","2009-09-02",6
"1336","2009-09-03",9
"1337","2009-09-04",5
"1338","2009-09-05",10
"1339","2009-09-06",9
"1340","2009-09-07",11
"1341","2009-09-08",25
"1342","2009-09-09",15
"1343","2009-09-10",4
"1344","2009-09-11",16
"1345","2009-09-12",10
"1346","2009-09-13",10
"1347","2009-09-14",6
"1348","2009-09-15",15
"1349","2009-09-16",5
"1350","2009-09-17",6
"1351","2009-09-18",13
"1352","2009-09-19",76
"1353","2009-09-20",18
"1354","2009-09-21",5
"1355","2009-09-22",4
"1356","2009-09-23",8
"1357","2009-09-24",5
"1358","2009-09-25",7
"1359","2009-09-26",12
"1360","2009-09-27",10
"1361","2009-09-28",5
"1362","2009-09-30",6
"1363","2009-10-01",10
"1364","2009-10-02",5
"1365","2009-10-03",10
"1366","2009-10-04",5
"1367","2009-10-05",6
"1368","2009-10-06",4
"1369","2009-10-07",4
"1370","2009-10-08",8
"1371","2009-10-09",6
"1372","2009-10-10",6
"1373","2009-10-11",7
"1374","2009-10-12",3
"1375","2009-10-13",8
"1376","2009-10-14",4
"1377","2009-10-15",5
"1378","2009-10-16",6
"1379","2009-10-17",14
"1380","2009-10-19",5
"1381","2009-10-20",8
"1382","2009-10-21",4
"1383","2009-10-22",2
"1384","2009-10-23",2
"1385","2009-10-24",7
"1386","2009-10-25",4
"1387","2009-10-26",7
"1388","2009-10-27",4
"1389","2009-10-28",5
"1390","2009-10-29",3
"1391","2009-10-30",3
"1392","2009-10-31",10
"1393","2009-11-01",8
"1394","2009-11-02",4
"1395","2009-11-03",3
"1396","2009-11-04",3
"1397","2009-11-05",7
"1398","2009-11-06",3
"1399","2009-11-07",3
"1400","2009-11-08",6
"1401","2009-11-09",5
"1402","2009-11-10",5
"1403","2009-11-11",4
"1404","2009-11-12",8
"1405","2009-11-13",10
"1406","2009-11-14",4
"1407","2009-11-15",8
"1408","2009-11-16",10
"1409","2009-11-17",7
"1410","2009-11-18",5
"1411","2009-11-19",4
"1412","2009-11-20",4
"1413","2009-11-21",6
"1414","2009-11-22",2
"1415","2009-11-23",4
"1416","2009-11-24",6
"1417","2009-11-25",8
"1418","2009-11-26",7
"1419","2009-11-27",3
"1420","2009-11-28",3
"1421","2009-11-29",1
"1422","2009-11-30",3
"1423","2009-12-01",13
"1424","2009-12-02",8
"1425","2009-12-03",3
"1426","2009-12-04",9
"1427","2009-12-05",4
"1428","2009-12-06",6
"1429","2009-12-07",2
"1430","2009-12-08",2
"1431","2009-12-09",3
"1432","2009-12-10",4
"1433","2009-12-11",7
"1434","2009-12-12",13
"1435","2009-12-13",3
"1436","2009-12-14",2
"1437","2009-12-15",2
"1438","2009-12-16",3
"1439","2009-12-17",5
"1440","2009-12-18",2
"1441","2009-12-19",3
"1442","2009-12-20",5
"1443","2009-12-21",3
"1444","2009-12-22",3
"1445","2009-12-23",6
"1446","2009-12-24",1
"1447","2009-12-25",5
"1448","2009-12-26",5
"1449","2009-12-27",3
"1450","2009-12-28",3
"1451","2009-12-29",4
"1452","2009-12-30",4
"1453","2009-12-31",10
"1454","2010-01-01",18
"1455","2010-01-02",6
"1456","2010-01-03",2
"1457","2010-01-04",4
"1458","2010-01-05",4
"1459","2010-01-06",2
"1460","2010-01-07",5
"1461","2010-01-08",1
"1462","2010-01-09",7
"1463","2010-01-10",8
"1464","2010-01-11",3
"1465","2010-01-12",5
"1466","2010-01-13",4
"1467","2010-01-14",1
"1468","2010-01-15",9
"1469","2010-01-16",4
"1470","2010-01-17",3
"1471","2010-01-18",7
"1472","2010-01-20",6
"1473","2010-01-21",2
"1474","2010-01-22",6
"1475","2010-01-23",3
"1476","2010-01-24",1
"1477","2010-01-25",5
"1478","2010-01-26",1
"1479","2010-01-27",3
"1480","2010-01-28",7
"1481","2010-01-29",3
"1482","2010-01-30",1
"1483","2010-01-31",2
"1484","2010-02-01",3
"1485","2010-02-02",4
"1486","2010-02-03",4
"1487","2010-02-04",5
"1488","2010-02-05",5
"1489","2010-02-06",4
"1490","2010-02-07",2
"1491","2010-02-08",5
"1492","2010-02-09",3
"1493","2010-02-10",1
"1494","2010-02-11",1
"1495","2010-02-12",5
"1496","2010-02-13",5
"1497","2010-02-14",6
"1498","2010-02-15",3
"1499","2010-02-16",3
"1500","2010-02-17",1
"1501","2010-02-18",4
"1502","2010-02-19",5
"1503","2010-02-20",4
"1504","2010-02-21",5
"1505","2010-02-22",2
"1506","2010-02-23",2
"1507","2010-02-24",2
"1508","2010-02-25",2
"1509","2010-02-26",3
"1510","2010-02-27",5
"1511","2010-02-28",5
"1512","2010-03-01",4
"1513","2010-03-03",3
"1514","2010-03-05",13
"1515","2010-03-06",8
"1516","2010-03-07",3
"1517","2010-03-08",2
"1518","2010-03-09",4
"1519","2010-03-10",5
"1520","2010-03-11",3
"1521","2010-03-12",5
"1522","2010-03-13",9
"1523","2010-03-14",3
"1524","2010-03-15",2
"1525","2010-03-16",6
"1526","2010-03-17",6
"1527","2010-03-18",7
"1528","2010-03-19",7
"1529","2010-03-20",5
"1530","2010-03-21",3
"1531","2010-03-22",5
"1532","2010-03-23",4
"1533","2010-03-24",3
"1534","2010-03-25",2
"1535","2010-03-26",6
"1536","2010-03-27",3
"1537","2010-03-28",4
"1538","2010-03-29",3
"1539","2010-03-30",4
"1540","2010-03-31",6
"1541","2010-04-01",2
"1542","2010-04-02",8
"1543","2010-04-03",6
"1544","2010-04-04",2
"1545","2010-04-05",7
"1546","2010-04-06",2
"1547","2010-04-07",2
"1548","2010-04-08",7
"1549","2010-04-09",7
"1550","2010-04-10",9
"1551","2010-04-11",4
"1552","2010-04-12",4
"1553","2010-04-13",6
"1554","2010-04-14",16
"1555","2010-04-15",6
"1556","2010-04-16",4
"1557","2010-04-17",5
"1558","2010-04-18",4
"1559","2010-04-19",2
"1560","2010-04-20",6
"1561","2010-04-21",3
"1562","2010-04-22",5
"1563","2010-04-23",5
"1564","2010-04-24",8
"1565","2010-04-25",4
"1566","2010-04-26",3
"1567","2010-04-27",3
"1568","2010-04-28",9
"1569","2010-04-29",3
"1570","2010-04-30",4
"1571","2010-05-01",10
"1572","2010-05-02",6
"1573","2010-05-03",6
"1574","2010-05-04",8
"1575","2010-05-05",3
"1576","2010-05-06",7
"1577","2010-05-07",2
"1578","2010-05-08",6
"1579","2010-05-09",5
"1580","2010-05-10",8
"1581","2010-05-11",2
"1582","2010-05-12",5
"1583","2010-05-13",4
"1584","2010-05-14",6
"1585","2010-05-15",8
"1586","2010-05-16",4
"1587","2010-05-18",3
"1588","2010-05-19",5
"1589","2010-05-20",4
"1590","2010-05-21",6
"1591","2010-05-22",11
"1592","2010-05-23",5
"1593","2010-05-24",3
"1594","2010-05-25",4
"1595","2010-05-26",9
"1596","2010-05-27",7
"1597","2010-05-28",2
"1598","2010-05-29",9
"1599","2010-05-30",2
"1600","2010-05-31",5
"1601","2010-06-01",11
"1602","2010-06-02",5
"1603","2010-06-03",6
"1604","2010-06-04",5
"1605","2010-06-05",5
"1606","2010-06-06",10
"1607","2010-06-07",6
"1608","2010-06-08",4
"1609","2010-06-09",3
"1610","2010-06-10",9
"1611","2010-06-11",6
"1612","2010-06-12",7
"1613","2010-06-13",5
"1614","2010-06-14",4
"1615","2010-06-15",5
"1616","2010-06-16",4
"1617","2010-06-17",5
"1618","2010-06-18",6
"1619","2010-06-19",7
"1620","2010-06-20",8
"1621","2010-06-21",3
"1622","2010-06-22",3
"1623","2010-06-23",7
"1624","2010-06-24",13
"1625","2010-06-25",11
"1626","2010-06-26",15
"1627","2010-06-27",7
"1628","2010-06-28",8
"1629","2010-06-29",5
"1630","2010-06-30",6
"1631","2010-07-01",13
"1632","2010-07-02",12
"1633","2010-07-03",37
"1634","2010-07-04",127
"1635","2010-07-05",13
"1636","2010-07-06",7
"1637","2010-07-07",14
"1638","2010-07-08",11
"1639","2010-07-09",15
"1640","2010-07-10",23
"1641","2010-07-11",16
"1642","2010-07-12",8
"1643","2010-07-13",7
"1644","2010-07-14",7
"1645","2010-07-15",19
"1646","2010-07-16",13
"1647","2010-07-17",14
"1648","2010-07-18",7
"1649","2010-07-19",6
"1650","2010-07-20",10
"1651","2010-07-21",6
"1652","2010-07-22",12
"1653","2010-07-23",7
"1654","2010-07-24",13
"1655","2010-07-25",7
"1656","2010-07-26",4
"1657","2010-07-27",8
"1658","2010-07-28",13
"1659","2010-07-29",12
"1660","2010-07-30",5
"1661","2010-07-31",10
"1662","2010-08-01",11
"1663","2010-08-02",2
"1664","2010-08-03",7
"1665","2010-08-04",7
"1666","2010-08-05",7
"1667","2010-08-06",13
"1668","2010-08-07",12
"1669","2010-08-08",7
"1670","2010-08-09",5
"1671","2010-08-10",8
"1672","2010-08-11",9
"1673","2010-08-12",8
"1674","2010-08-13",21
"1675","2010-08-14",16
"1676","2010-08-15",11
"1677","2010-08-16",12
"1678","2010-08-17",6
"1679","2010-08-18",7
"1680","2010-08-19",6
"1681","2010-08-20",5
"1682","2010-08-21",9
"1683","2010-08-22",10
"1684","2010-08-23",7
"1685","2010-08-24",10
"1686","2010-08-25",12
"1687","2010-08-26",11
"1688","2010-08-27",16
"1689","2010-08-28",19
"1690","2010-08-29",9
"1691","2010-08-30",5
"1692","2010-08-31",4
"1693","2010-09-01",6
"1694","2010-09-02",5
"1695","2010-09-03",11
"1696","2010-09-04",19
"1697","2010-09-05",14
"1698","2010-09-06",9
"1699","2010-09-07",9
"1700","2010-09-08",5
"1701","2010-09-09",11
"1702","2010-09-10",11
"1703","2010-09-11",7
"1704","2010-09-12",6
"1705","2010-09-13",13
"1706","2010-09-14",12
"1707","2010-09-15",9
"1708","2010-09-16",4
"1709","2010-09-17",11
"1710","2010-09-18",9
"1711","2010-09-19",3
"1712","2010-09-20",4
"1713","2010-09-21",8
"1714","2010-09-22",10
"1715","2010-09-24",5
"1716","2010-09-25",15
"1717","2010-09-26",6
"1718","2010-09-28",11
"1719","2010-09-29",5
"1720","2010-09-30",14
"1721","2010-10-01",10
"1722","2010-10-02",6
"1723","2010-10-03",9
"1724","2010-10-04",4
"1725","2010-10-05",10
"1726","2010-10-06",10
"1727","2010-10-07",5
"1728","2010-10-08",12
"1729","2010-10-09",15
"1730","2010-10-10",13
"1731","2010-10-11",5
"1732","2010-10-12",10
"1733","2010-10-13",10
"1734","2010-10-14",7
"1735","2010-10-15",10
"1736","2010-10-16",9
"1737","2010-10-17",6
"1738","2010-10-18",6
"1739","2010-10-19",8
"1740","2010-10-20",11
"1741","2010-10-21",8
"1742","2010-10-22",10
"1743","2010-10-23",7
"1744","2010-10-24",2
"1745","2010-10-25",3
"1746","2010-10-26",3
"1747","2010-10-27",13
"1748","2010-10-28",5
"1749","2010-10-29",15
"1750","2010-10-30",8
"1751","2010-10-31",14
"1752","2010-11-01",4
"1753","2010-11-02",10
"1754","2010-11-03",6
"1755","2010-11-04",8
"1756","2010-11-05",8
"1757","2010-11-06",9
"1758","2010-11-07",8
"1759","2010-11-08",9
"1760","2010-11-09",8
"1761","2010-11-10",12
"1762","2010-11-11",6
"1763","2010-11-12",6
"1764","2010-11-13",7
"1765","2010-11-14",4
"1766","2010-11-15",8
"1767","2010-11-16",3
"1768","2010-11-17",11
"1769","2010-11-18",6
"1770","2010-11-19",7
"1771","2010-11-20",6
"1772","2010-11-21",6
"1773","2010-11-22",5
"1774","2010-11-23",1
"1775","2010-11-24",2
"1776","2010-11-25",3
"1777","2010-11-26",3
"1778","2010-11-27",2
"1779","2010-11-28",4
"1780","2010-11-29",1
"1781","2010-11-30",2
"1782","2010-12-01",3
"1783","2010-12-02",6
"1784","2010-12-03",6
"1785","2010-12-04",5
"1786","2010-12-05",4
"1787","2010-12-06",5
"1788","2010-12-07",2
"1789","2010-12-08",6
"1790","2010-12-09",4
"1791","2010-12-10",10
"1792","2010-12-11",6
"1793","2010-12-12",3
"1794","2010-12-13",7
"1795","2010-12-14",3
"1796","2010-12-15",3
"1797","2010-12-16",7
"1798","2010-12-17",3
"1799","2010-12-18",5
"1800","2010-12-19",6
"1801","2010-12-20",3
"1802","2010-12-21",6
"1803","2010-12-22",3
"1804","2010-12-23",1
"1805","2010-12-24",11
"1806","2010-12-25",2
"1807","2010-12-26",3
"1808","2010-12-27",3
"1809","2010-12-28",5
"1810","2010-12-29",9
"1811","2010-12-30",5
"1812","2010-12-31",20
"1813","2011-01-01",23
"1814","2011-01-02",4
"1815","2011-01-03",7
"1816","2011-01-04",10
"1817","2011-01-05",6
"1818","2011-01-06",9
"1819","2011-01-07",1
"1820","2011-01-08",7
"1821","2011-01-09",3
"1822","2011-01-10",4
"1823","2011-01-11",6
"1824","2011-01-12",5
"1825","2011-01-13",4
"1826","2011-01-14",6
"1827","2011-01-15",8
"1828","2011-01-16",7
"1829","2011-01-17",4
"1830","2011-01-18",8
"1831","2011-01-19",8
"1832","2011-01-20",3
"1833","2011-01-21",5
"1834","2011-01-22",5
"1835","2011-01-23",2
"1836","2011-01-24",2
"1837","2011-01-25",4
"1838","2011-01-26",4
"1839","2011-01-27",6
"1840","2011-01-28",2
"1841","2011-01-29",8
"1842","2011-01-30",1
"1843","2011-01-31",5
"1844","2011-02-01",4
"1845","2011-02-02",5
"1846","2011-02-03",5
"1847","2011-02-04",2
"1848","2011-02-05",14
"1849","2011-02-06",4
"1850","2011-02-07",2
"1851","2011-02-08",4
"1852","2011-02-09",3
"1853","2011-02-10",8
"1854","2011-02-11",9
"1855","2011-02-12",4
"1856","2011-02-13",4
"1857","2011-02-14",7
"1858","2011-02-15",4
"1859","2011-02-16",3
"1860","2011-02-17",4
"1861","2011-02-18",6
"1862","2011-02-19",3
"1863","2011-02-20",7
"1864","2011-02-21",7
"1865","2011-02-22",5
"1866","2011-02-23",5
"1867","2011-02-24",3
"1868","2011-02-25",5
"1869","2011-02-26",3
"1870","2011-02-28",8
"1871","2011-03-01",7
"1872","2011-03-02",12
"1873","2011-03-03",9
"1874","2011-03-04",7
"1875","2011-03-05",4
"1876","2011-03-06",4
"1877","2011-03-07",9
"1878","2011-03-08",5
"1879","2011-03-09",4
"1880","2011-03-10",9
"1881","2011-03-11",7
"1882","2011-03-12",6
"1883","2011-03-13",7
"1884","2011-03-14",1
"1885","2011-03-15",6
"1886","2011-03-16",5
"1887","2011-03-17",4
"1888","2011-03-18",7
"1889","2011-03-19",7
"1890","2011-03-20",8
"1891","2011-03-21",3
"1892","2011-03-22",8
"1893","2011-03-23",5
"1894","2011-03-24",4
"1895","2011-03-25",6
"1896","2011-03-26",4
"1897","2011-03-27",1
"1898","2011-03-28",5
"1899","2011-03-29",9
"1900","2011-03-30",4
"1901","2011-03-31",6
"1902","2011-04-01",6
"1903","2011-04-02",2
"1904","2011-04-03",2
"1905","2011-04-04",6
"1906","2011-04-05",4
"1907","2011-04-06",3
"1908","2011-04-07",6
"1909","2011-04-08",10
"1910","2011-04-09",11
"1911","2011-04-10",2
"1912","2011-04-11",7
"1913","2011-04-12",6
"1914","2011-04-13",5
"1915","2011-04-14",11
"1916","2011-04-15",7
"1917","2011-04-16",9
"1918","2011-04-17",8
"1919","2011-04-18",4
"1920","2011-04-19",3
"1921","2011-04-20",6
"1922","2011-04-21",3
"1923","2011-04-22",3
"1924","2011-04-23",6
"1925","2011-04-24",4
"1926","2011-04-25",2
"1927","2011-04-26",5
"1928","2011-04-27",1
"1929","2011-04-28",5
"1930","2011-04-29",9
"1931","2011-04-30",8
"1932","2011-05-01",9
"1933","2011-05-02",6
"1934","2011-05-03",8
"1935","2011-05-04",7
"1936","2011-05-05",13
"1937","2011-05-06",4
"1938","2011-05-07",3
"1939","2011-05-08",7
"1940","2011-05-09",2
"1941","2011-05-10",1
"1942","2011-05-11",5
"1943","2011-05-12",4
"1944","2011-05-13",6
"1945","2011-05-14",7
"1946","2011-05-15",4
"1947","2011-05-16",3
"1948","2011-05-17",4
"1949","2011-05-18",2
"1950","2011-05-19",6
"1951","2011-05-20",7
"1952","2011-05-21",9
"1953","2011-05-22",10
"1954","2011-05-23",3
"1955","2011-05-24",5
"1956","2011-05-25",5
"1957","2011-05-26",6
"1958","2011-05-27",4
"1959","2011-05-28",11
"1960","2011-05-29",10
"1961","2011-05-30",5
"1962","2011-05-31",5
"1963","2011-06-01",8
"1964","2011-06-02",6
"1965","2011-06-03",10
"1966","2011-06-04",6
"1967","2011-06-05",3
"1968","2011-06-06",4
"1969","2011-06-07",7
"1970","2011-06-08",8
"1971","2011-06-09",4
"1972","2011-06-10",7
"1973","2011-06-11",6
"1974","2011-06-12",5
"1975","2011-06-13",7
"1976","2011-06-14",7
"1977","2011-06-15",16
"1978","2011-06-16",10
"1979","2011-06-17",10
"1980","2011-06-18",7
"1981","2011-06-19",6
"1982","2011-06-20",5
"1983","2011-06-21",7
"1984","2011-06-22",4
"1985","2011-06-23",3
"1986","2011-06-24",5
"1987","2011-06-25",12
"1988","2011-06-26",8
"1989","2011-06-27",5
"1990","2011-06-28",19
"1991","2011-06-29",14
"1992","2011-06-30",16
"1993","2011-07-01",21
"1994","2011-07-02",22
"1995","2011-07-03",41
"1996","2011-07-04",111
"1997","2011-07-05",15
"1998","2011-07-06",4
"1999","2011-07-07",8
"2000","2011-07-08",4
"2001","2011-07-09",13
"2002","2011-07-10",12
"2003","2011-07-11",9
"2004","2011-07-12",2
"2005","2011-07-13",10
"2006","2011-07-14",10
"2007","2011-07-15",15
"2008","2011-07-16",12
"2009","2011-07-17",7
"2010","2011-07-18",8
"2011","2011-07-19",3
"2012","2011-07-20",8
"2013","2011-07-21",10
"2014","2011-07-22",12
"2015","2011-07-23",16
"2016","2011-07-24",13
"2017","2011-07-25",5
"2018","2011-07-26",3
"2019","2011-07-27",11
"2020","2011-07-28",5
"2021","2011-07-29",10
"2022","2011-07-30",26
"2023","2011-07-31",7
"2024","2011-08-01",9
"2025","2011-08-02",12
"2026","2011-08-03",12
"2027","2011-08-04",9
"2028","2011-08-05",12
"2029","2011-08-06",16
"2030","2011-08-07",8
"2031","2011-08-08",10
"2032","2011-08-10",7
"2033","2011-08-11",23
"2034","2011-08-12",29
"2035","2011-08-13",19
"2036","2011-08-14",14
"2037","2011-08-15",14
"2038","2011-08-16",9
"2039","2011-08-17",13
"2040","2011-08-18",6
"2041","2011-08-19",14
"2042","2011-08-20",26
"2043","2011-08-21",10
"2044","2011-08-22",11
"2045","2011-08-23",9
"2046","2011-08-24",8
"2047","2011-08-25",9
"2048","2011-08-26",9
"2049","2011-08-27",18
"2050","2011-08-28",18
"2051","2011-08-29",10
"2052","2011-08-30",14
"2053","2011-08-31",9
"2054","2011-09-01",18
"2055","2011-09-02",11
"2056","2011-09-03",16
"2057","2011-09-04",18
"2058","2011-09-05",11
"2059","2011-09-06",3
"2060","2011-09-07",7
"2061","2011-09-08",9
"2062","2011-09-09",11
"2063","2011-09-10",21
"2064","2011-09-11",13
"2065","2011-09-12",9
"2066","2011-09-13",8
"2067","2011-09-14",10
"2068","2011-09-15",9
"2069","2011-09-16",12
"2070","2011-09-17",18
"2071","2011-09-18",14
"2072","2011-09-19",6
"2073","2011-09-20",10
"2074","2011-09-21",6
"2075","2011-09-22",4
"2076","2011-09-23",7
"2077","2011-09-24",12
"2078","2011-09-25",13
"2079","2011-09-26",10
"2080","2011-09-27",11
"2081","2011-09-28",12
"2082","2011-09-29",10
"2083","2011-09-30",10
"2084","2011-10-01",14
"2085","2011-10-02",3
"2086","2011-10-03",7
"2087","2011-10-04",3
"2088","2011-10-05",11
"2089","2011-10-06",15
"2090","2011-10-07",9
"2091","2011-10-08",14
"2092","2011-10-09",12
"2093","2011-10-10",11
"2094","2011-10-11",4
"2095","2011-10-12",7
"2096","2011-10-13",7
"2097","2011-10-14",14
"2098","2011-10-15",16
"2099","2011-10-16",11
"2100","2011-10-17",17
"2101","2011-10-18",13
"2102","2011-10-19",7
"2103","2011-10-20",14
"2104","2011-10-21",19
"2105","2011-10-22",21
"2106","2011-10-23",20
"2107","2011-10-24",11
"2108","2011-10-25",11
"2109","2011-10-26",5
"2110","2011-10-27",11
"2111","2011-10-28",15
"2112","2011-10-29",11
"2113","2011-10-30",11
"2114","2011-10-31",15
"2115","2011-11-01",18
"2116","2011-11-02",7
"2117","2011-11-03",10
"2118","2011-11-04",5
"2119","2011-11-05",11
"2120","2011-11-06",14
"2121","2011-11-07",11
"2122","2011-11-08",10
"2123","2011-11-09",9
"2124","2011-11-10",6
"2125","2011-11-11",10
"2126","2011-11-12",13
"2127","2011-11-13",5
"2128","2011-11-14",8
"2129","2011-11-15",14
"2130","2011-11-16",11
"2131","2011-11-17",8
"2132","2011-11-18",7
"2133","2011-11-19",5
"2134","2011-11-20",5
"2135","2011-11-21",3
"2136","2011-11-22",6
"2137","2011-11-23",8
"2138","2011-11-24",19
"2139","2011-11-25",11
"2140","2011-11-26",10
"2141","2011-11-27",7
"2142","2011-11-28",7
"2143","2011-11-29",6
"2144","2011-11-30",1
"2145","2011-12-01",11
"2146","2011-12-02",11
"2147","2011-12-03",10
"2148","2011-12-04",6
"2149","2011-12-05",6
"2150","2011-12-06",5
"2151","2011-12-07",6
"2152","2011-12-08",9
"2153","2011-12-09",7
"2154","2011-12-10",3
"2155","2011-12-11",9
"2156","2011-12-12",4
"2157","2011-12-13",6
"2158","2011-12-14",7
"2159","2011-12-15",8
"2160","2011-12-16",11
"2161","2011-12-17",16
"2162","2011-12-18",11
"2163","2011-12-19",8
"2164","2011-12-20",6
"2165","2011-12-21",6
"2166","2011-12-22",7
"2167","2011-12-23",8
"2168","2011-12-24",29
"2169","2011-12-25",24
"2170","2011-12-26",12
"2171","2011-12-27",5
"2172","2011-12-28",5
"2173","2011-12-29",13
"2174","2011-12-30",8
"2175","2011-12-31",38
"2176","2012-01-01",42
"2177","2012-01-02",8
"2178","2012-01-03",19
"2179","2012-01-04",7
"2180","2012-01-05",9
"2181","2012-01-06",18
"2182","2012-01-07",8
"2183","2012-01-08",15
"2184","2012-01-09",7
"2185","2012-01-10",15
"2186","2012-01-11",16
"2187","2012-01-12",6
"2188","2012-01-13",7
"2189","2012-01-14",13
"2190","2012-01-15",11
"2191","2012-01-16",3
"2192","2012-01-17",5
"2193","2012-01-18",11
"2194","2012-01-19",12
"2195","2012-01-20",9
"2196","2012-01-21",8
"2197","2012-01-22",5
"2198","2012-01-23",4
"2199","2012-01-24",7
"2200","2012-01-25",9
"2201","2012-01-26",4
"2202","2012-01-27",7
"2203","2012-01-28",13
"2204","2012-01-29",5
"2205","2012-01-30",11
"2206","2012-01-31",3
"2207","2012-02-01",20
"2208","2012-02-02",6
"2209","2012-02-03",12
"2210","2012-02-04",15
"2211","2012-02-05",14
"2212","2012-02-06",14
"2213","2012-02-07",5
"2214","2012-02-08",5
"2215","2012-02-09",5
"2216","2012-02-10",7
"2217","2012-02-11",5
"2218","2012-02-12",11
"2219","2012-02-13",6
"2220","2012-02-14",6
"2221","2012-02-15",9
"2222","2012-02-16",6
"2223","2012-02-17",9
"2224","2012-02-18",6
"2225","2012-02-19",8
"2226","2012-02-20",6
"2227","2012-02-21",5
"2228","2012-02-22",7
