"","patent_id","assignee_id","location_id","section","actiondate"
"303","7441023","729bb129b485d05938367ede85436ae4","p6b8f5hv73oq","G",2008-10-21
"304","7441023","729bb129b485d05938367ede85436ae4","weaqzdkp465x","G",2008-10-21
"305","7441406","8d5414a39cd03427a5fa077d9d39a2a8","hoxb54v4wk2g","F",2008-10-28
"306","7442616","02210467d46d9c20c9403990e4846324","49el2zwueau5","H",2008-10-28
"307","7446799","1443cf40c6b89aa793468222ece46abd","5s8pdlo0aafg","H",2008-11-04
"308","7446799","1443cf40c6b89aa793468222ece46abd","mbahq3u4628n","H",2008-11-04
"309","7446799","1443cf40c6b89aa793468222ece46abd","i0n5ahw1wjrg","H",2008-11-04
"310","7446799","1443cf40c6b89aa793468222ece46abd","52jafzeo4bja","H",2008-11-04
"311","7456851","096762d9b88656773813fc9eee72dcde","tivu8ah2o0jo","G",2008-11-25
"312","7456851","096762d9b88656773813fc9eee72dcde","ybtvvipxqouo","G",2008-11-25
"313","7456851","096762d9b88656773813fc9eee72dcde","ihnllbhmm7t6","G",2008-11-25
"314","7456851","096762d9b88656773813fc9eee72dcde","ulml2udxp4r8","G",2008-11-25
"315","7456851","096762d9b88656773813fc9eee72dcde","qy3xajmhs48j","G",2008-11-25
"316","7456851","096762d9b88656773813fc9eee72dcde","tc7xjvb4cxpt","G",2008-11-25
"317","7458359","db2a9e4cba0552d1f85742c1ef107795","wy09e6twn0s1","F",2008-12-02
"318","7458359","db2a9e4cba0552d1f85742c1ef107795","wb4uii5ucb70","F",2008-12-02
"319","7458359","db2a9e4cba0552d1f85742c1ef107795","55lfcsh051qk","F",2008-12-02
"320","7459254","1a4a8f7dc78b2e8b9815cc4a3900d4bf","i0wnp141bf92","G",2008-12-02
"321","7459254","1a4a8f7dc78b2e8b9815cc4a3900d4bf","f0tp1b87r2b5","G",2008-12-02
"322","7459782","126e2b2ee7423e5516d50564a2ed7910","xrvkydzk656d","H",2008-12-02
"323","7459782","126e2b2ee7423e5516d50564a2ed7910","i0n5ahw1wjrg","H",2008-12-02
"324","7459782","126e2b2ee7423e5516d50564a2ed7910","p6sw9qe45dvk","H",2008-12-02
"325","7459782","126e2b2ee7423e5516d50564a2ed7910","28y97mlfmayw","H",2008-12-02
"326","7459782","126e2b2ee7423e5516d50564a2ed7910","wy09e6twn0s1","H",2008-12-02
"327","7459782","126e2b2ee7423e5516d50564a2ed7910","s91h4hu5t3bd","H",2008-12-02
"328","7466978","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","H",2008-12-16
"329","7466978","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","H",2008-12-16
"330","7466978","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","H",2008-12-16
"331","7466978","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","H",2008-12-16
"332","7466978","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","H",2008-12-16
"333","7466978","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","H",2008-12-16
"334","7467963","dacf74de7b9e044d5376dc2576a2cf89","rmb97bw3zu4x","H",2008-12-23
"335","7467963","dacf74de7b9e044d5376dc2576a2cf89","o8c17t1vdfsf","H",2008-12-23
"336","7468716","4681373381395ced733a40550595bff4","vupr2vddmb7v","G",2008-12-23
"337","7468716","4681373381395ced733a40550595bff4","368rgo0c5gr5","G",2008-12-23
"338","7468716","4681373381395ced733a40550595bff4","ossgasual7ma","G",2008-12-23
"339","7468716","4681373381395ced733a40550595bff4","g4o64z2dtieq","G",2008-12-23
"340","7468716","4681373381395ced733a40550595bff4","44kvl4rtpsm0","G",2008-12-23
"341","7468716","4681373381395ced733a40550595bff4","ulml2udxp4r8","G",2008-12-23
"342","7468716","4681373381395ced733a40550595bff4","mnosbhpelslg","G",2008-12-23
"343","7468716","4681373381395ced733a40550595bff4","xqeq22fr3lpc","G",2008-12-23
"344","7468716","4681373381395ced733a40550595bff4","w3puye54yv6c","G",2008-12-23
"345","7468716","4681373381395ced733a40550595bff4","xj3o63qbnbnr","G",2008-12-23
"346","7471659","2cd4aa0439c403946dcc8eacbadb48a7","hjwymoeaxrtm","H",2008-12-30
"347","7476442","e450c3134c698d02fe01fff6bfe8cd32","1rytw619v5hq","B",2009-01-13
"348","7476442","e450c3134c698d02fe01fff6bfe8cd32","xrvkydzk656d","B",2009-01-13
"349","7493433","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2009-02-17
"350","7493433","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2009-02-17
"351","7493433","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2009-02-17
"352","7493433","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2009-02-17
"353","7493433","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2009-02-17
"354","7493433","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2009-02-17
"355","7497659","3f2dc9c862301e25474a4da2afb08c4b","i5gv2fvmhrn9","F",2009-03-03
"356","7497659","3f2dc9c862301e25474a4da2afb08c4b","tkkdl9c3d7wx","F",2009-03-03
"357","7497659","3f2dc9c862301e25474a4da2afb08c4b","bhd2bkkkwpdh","F",2009-03-03
"358","7497659","3f2dc9c862301e25474a4da2afb08c4b","2lxuk7i51uxg","F",2009-03-03
"359","7497659","3f2dc9c862301e25474a4da2afb08c4b","7xnb4abm6t3n","F",2009-03-03
"360","7497659","3f2dc9c862301e25474a4da2afb08c4b","wvezfa24fowb","F",2009-03-03
"361","7497659","3f2dc9c862301e25474a4da2afb08c4b","t1sbtgupjp2a","F",2009-03-03
"362","7506268","237c2b0099548ddbfa5a37f07e0687ab","23pta3jjpriv","G",2009-03-17
"363","7508452","6c00cb129070696ef109f6264da00318","z67u9xombbfg","G",2009-03-24
"364","7508452","6c00cb129070696ef109f6264da00318","kjugswzn21mm","G",2009-03-24
"365","7508452","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","G",2009-03-24
"366","7517549","ff47f6e965e5f4d0b200869f35e1ddb2","hjwymoeaxrtm","B",2009-04-14
"367","7517549","ff47f6e965e5f4d0b200869f35e1ddb2","0gaswhsfohx5","B",2009-04-14
"368","7519785","8b98273837955919cc3b4d7ed2734089","qxpuc04niivb","G",2009-04-14
"369","7524791","c1c7005968b74ad1533c68a4fa5de2a9","5c5oqb65lyi9","C",2009-04-28
"370","7524791","c1c7005968b74ad1533c68a4fa5de2a9","hoxb54v4wk2g","C",2009-04-28
"371","7524791","c1c7005968b74ad1533c68a4fa5de2a9","koiuvsfoit68","C",2009-04-28
"375","7530345","a197f6f6e4602cbb538145445e4f4d10","dk0xltl7rro6","F",2009-05-12
"376","7535456","7b5c52189b504441b0adbd5d89e56ed5","opw3wjp3jp53","G",2009-05-19
"377","7564416","44856199f614e1d22db45307b7d0717d","4k1hhj7s0qk5","H",2009-07-21
"378","7564416","44856199f614e1d22db45307b7d0717d","bjpzpkk6hrsj","H",2009-07-21
"379","7570034","1443cf40c6b89aa793468222ece46abd","mbahq3u4628n","G",2009-08-04
"380","7570034","1443cf40c6b89aa793468222ece46abd","5s8pdlo0aafg","G",2009-08-04
"381","7570034","1443cf40c6b89aa793468222ece46abd","52jafzeo4bja","G",2009-08-04
"382","7570034","1443cf40c6b89aa793468222ece46abd","i0n5ahw1wjrg","G",2009-08-04
"383","7571760","38a2bad6e891da08a65fa214234450c9","z8zzsf6pe0et","F",2009-08-11
"384","7571760","38a2bad6e891da08a65fa214234450c9","fms55pjwj4yd","F",2009-08-11
"385","7571760","38a2bad6e891da08a65fa214234450c9","j3ou1ckgxyaa","F",2009-08-11
"386","7571760","38a2bad6e891da08a65fa214234450c9","zzq8fzpj4725","F",2009-08-11
"387","7571760","38a2bad6e891da08a65fa214234450c9","qk3ri3980bep","F",2009-08-11
"388","7578990","7e6a8a29a3c6371add979226c5074ac0","z67u9xombbfg","C",2009-08-25
"389","7578990","7e6a8a29a3c6371add979226c5074ac0","i0wnp141bf92","C",2009-08-25
"390","7578990","7e6a8a29a3c6371add979226c5074ac0","7t8fn4x9vm28","C",2009-08-25
"391","7578990","7e6a8a29a3c6371add979226c5074ac0","5c5oqb65lyi9","C",2009-08-25
"392","7578990","7e6a8a29a3c6371add979226c5074ac0","oobkg8hkvdv2","C",2009-08-25
"393","7578990","7e6a8a29a3c6371add979226c5074ac0","k9zk1vrt146c","C",2009-08-25
"394","7578990","7e6a8a29a3c6371add979226c5074ac0","idk5zy8eyfb3","C",2009-08-25
"395","7578990","7e6a8a29a3c6371add979226c5074ac0","tdk0ut5vx9ki","C",2009-08-25
"396","7578990","7e6a8a29a3c6371add979226c5074ac0","rfmxwk4iedfc","C",2009-08-25
"397","7578990","7e6a8a29a3c6371add979226c5074ac0","zm9jys1s9ay2","C",2009-08-25
"398","7591890","7e9ed2dc2ceae26b299fda470b5a7cad","rfrt0setutyd","C",2009-09-22
"399","7591890","7e9ed2dc2ceae26b299fda470b5a7cad","1xvx7kvfaxsv","C",2009-09-22
"400","7594145","a17808cd097372a4c59128e4cc86d0e7","tcyepdd0l9mq","G",2009-09-22
"401","7594145","a17808cd097372a4c59128e4cc86d0e7","mkeo7v870r3c","G",2009-09-22
"402","7594145","a17808cd097372a4c59128e4cc86d0e7","xuaw38h5jx5t","G",2009-09-22
"403","7594145","a17808cd097372a4c59128e4cc86d0e7","zgzui5ew1eif","G",2009-09-22
"404","7594145","a17808cd097372a4c59128e4cc86d0e7","u0itc5aoxl8z","G",2009-09-22
"405","7596200","1b74a037b95447c7ce9deb8402022f66","weaqzdkp465x","G",2009-09-29
"406","7596200","1b74a037b95447c7ce9deb8402022f66","weoqw3psoy9d","G",2009-09-29
"407","7596200","1b74a037b95447c7ce9deb8402022f66","s80bx98q32g7","G",2009-09-29
"408","7596200","1b74a037b95447c7ce9deb8402022f66","lqrzgo371nec","G",2009-09-29
"409","7596200","1b74a037b95447c7ce9deb8402022f66","gnl52p1dmqjq","G",2009-09-29
"410","7596200","1b74a037b95447c7ce9deb8402022f66","qhvceigwqhv6","G",2009-09-29
"411","7596200","1b74a037b95447c7ce9deb8402022f66","14hxxwejgvz2","G",2009-09-29
"412","7596200","1b74a037b95447c7ce9deb8402022f66","o4kdvwepy0ba","G",2009-09-29
"413","7596200","1b74a037b95447c7ce9deb8402022f66","txtqn9caath6","G",2009-09-29
"414","7596200","1b74a037b95447c7ce9deb8402022f66","pd2tm1x0e6pe","G",2009-09-29
"415","7596200","1b74a037b95447c7ce9deb8402022f66","s9wqitj50rwd","G",2009-09-29
"416","7596200","1b74a037b95447c7ce9deb8402022f66","yne4d3ttvrj5","G",2009-09-29
"417","7596200","1b74a037b95447c7ce9deb8402022f66","yqxbct7g9vnu","G",2009-09-29
"418","7596200","1b74a037b95447c7ce9deb8402022f66","qc6liuqmwmzz","G",2009-09-29
"419","7602277","098ba58a77b5f9e97e86e9979fa090ab","idk5zy8eyfb3","G",2009-10-13
"420","7603741","dd84539d029e9c45a9de61bbb2954c6e","s10sidcp9hl8","B",2009-10-20
"421","7603741","dd84539d029e9c45a9de61bbb2954c6e","x174wlz2589i","B",2009-10-20
"422","7603741","dd84539d029e9c45a9de61bbb2954c6e","7mk2rga22y5v","B",2009-10-20
"423","7603741","dd84539d029e9c45a9de61bbb2954c6e","r4crsqsw0yfl","B",2009-10-20
"424","7603741","dd84539d029e9c45a9de61bbb2954c6e","dnbilt22qvln","B",2009-10-20
"425","7609322","94e9130e9eab767462d9788b358c8476","mbahq3u4628n","H",2009-10-27
"426","7609322","94e9130e9eab767462d9788b358c8476","tdk0ut5vx9ki","H",2009-10-27
"427","7615151","7d4efaece92d96bc947883b45ec1d599","9ve0cj47rkox","B",2009-11-10
"428","7623658","7a049509a0c322120c1ceea60998eb35","wdtx66b8ludm","H",2009-11-24
"429","7623658","7a049509a0c322120c1ceea60998eb35","va7c2bjr3euv","H",2009-11-24
"430","7627419","270b904c8673ace0dd5424a19324296b","ezrsleeguy3m","B",2009-12-01
"431","7627419","270b904c8673ace0dd5424a19324296b","sv59y5v7bto3","B",2009-12-01
"432","7627419","270b904c8673ace0dd5424a19324296b","72uatc7a4ijn","B",2009-12-01
"433","7627419","270b904c8673ace0dd5424a19324296b","6rgj6bpelcd4","B",2009-12-01
"434","7627419","270b904c8673ace0dd5424a19324296b","qj9rlevjboxy","B",2009-12-01
"435","7627419","270b904c8673ace0dd5424a19324296b","n3o7zam0ip18","B",2009-12-01
"436","7627419","270b904c8673ace0dd5424a19324296b","pkhttzmji9ov","B",2009-12-01
"437","7627716","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2009-12-01
"438","7627716","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2009-12-01
"439","7627716","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2009-12-01
"440","7627716","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2009-12-01
"441","7627716","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2009-12-01
"442","7627716","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2009-12-01
"443","7628574","f63c73e07dc3eecc7a8662a3bb616021","1z2kxof3pgnm","H",2009-12-08
"444","7630043","0f33f323b81510c981354826cc5e559c","hoxb54v4wk2g","G",2009-12-08
"445","7633561","c83e7681905d61f046573cd4360dd4da","i8bo906v7gdb","H",2009-12-15
"446","7633561","c83e7681905d61f046573cd4360dd4da","lma6h6dl5dzg","H",2009-12-15
"447","7633561","c83e7681905d61f046573cd4360dd4da","3976whs4eldg","H",2009-12-15
"448","7633561","c83e7681905d61f046573cd4360dd4da","ryk3kgy7bl8y","H",2009-12-15
"449","7636814","8b98273837955919cc3b4d7ed2734089","qxpuc04niivb","G",2009-12-22
"450","7637429","91e888f6d40d0bcbec521c68a7b37ebc","406gqa22ukdm","G",2009-12-29
"451","7638920","cbc35ea466358a10d359dac483416a18","g4o64z2dtieq","H",2009-12-29
"452","7652688","7e6a8a29a3c6371add979226c5074ac0","rfmxwk4iedfc","H",2010-01-26
"453","7652688","7e6a8a29a3c6371add979226c5074ac0","k9zk1vrt146c","H",2010-01-26
"454","7652688","7e6a8a29a3c6371add979226c5074ac0","i0wnp141bf92","H",2010-01-26
"455","7652688","7e6a8a29a3c6371add979226c5074ac0","z67u9xombbfg","H",2010-01-26
"456","7652688","7e6a8a29a3c6371add979226c5074ac0","7t8fn4x9vm28","H",2010-01-26
"457","7652688","7e6a8a29a3c6371add979226c5074ac0","5c5oqb65lyi9","H",2010-01-26
"458","7652688","7e6a8a29a3c6371add979226c5074ac0","oobkg8hkvdv2","H",2010-01-26
"459","7652688","7e6a8a29a3c6371add979226c5074ac0","idk5zy8eyfb3","H",2010-01-26
"460","7652688","7e6a8a29a3c6371add979226c5074ac0","zm9jys1s9ay2","H",2010-01-26
"461","7652688","7e6a8a29a3c6371add979226c5074ac0","tdk0ut5vx9ki","H",2010-01-26
"462","7657370","9a9c9a3d92909121d424dbd255ef1aeb","lugx52rb1s0t","G",2010-02-02
"463","7657370","9a9c9a3d92909121d424dbd255ef1aeb","","G",2010-02-02
"464","7657370","9a9c9a3d92909121d424dbd255ef1aeb","yal4nqpqhoc3","G",2010-02-02
"465","7664140","2cd4aa0439c403946dcc8eacbadb48a7","hjwymoeaxrtm","H",2010-02-16
"466","7666619","90150a70f007857d7f0d0539ae345fda","gey5zv1l0blq","C",2010-02-23
"467","7666674","06123a31f3e865f595ec97849d63ca02","7e5hg5izynwf","C",2010-02-23
"468","7668818","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2010-02-23
"469","7668818","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2010-02-23
"470","7668818","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2010-02-23
"471","7668818","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2010-02-23
"472","7668818","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2010-02-23
"473","7668818","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2010-02-23
"474","7668818","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2010-02-23
"475","7668818","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2010-02-23
"476","7668818","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2010-02-23
"477","7668818","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2010-02-23
"478","7668818","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2010-02-23
"479","7668818","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2010-02-23
"480","7672403","9c1df77e074d5b1cbb4f6a0b56eca3e7","qa8ijwijw5mj","H",2010-03-02
"481","7674817","4bf0b3bc9d36a6eb3bffb870fd035684","tx0l0uc59ni0","C",2010-03-09
"482","7678710","b2c7ca05911e61598e7d2afb6735744f","rfmxwk4iedfc","H",2010-03-16
"483","7678710","b2c7ca05911e61598e7d2afb6735744f","6rgj6bpelcd4","H",2010-03-16
"484","7678710","b2c7ca05911e61598e7d2afb6735744f","5e8eshs7pp83","H",2010-03-16
"485","7683940","6c00cb129070696ef109f6264da00318","z67u9xombbfg","H",2010-03-23
"486","7683940","6c00cb129070696ef109f6264da00318","q6nre3uw2pcv","H",2010-03-23
"487","7683940","6c00cb129070696ef109f6264da00318","kjugswzn21mm","H",2010-03-23
"489","7691934","caf158955a49cd6c51939fa93ece2beb","qp7lfr94exi0","C",2010-04-06
"490","7692920","8001b5d893d12c981094ae48bbff3e55","wy09e6twn0s1","G",2010-04-06
"491","7693081","6fc2ddf35149e55e5ff9e546490f9d94","wva1jjuq9prn","H",2010-04-06
"492","7693081","6fc2ddf35149e55e5ff9e546490f9d94","u952twf0pqmv","H",2010-04-06
"493","7693081","6fc2ddf35149e55e5ff9e546490f9d94","dc9fxhto9yzm","H",2010-04-06
"494","7693081","6fc2ddf35149e55e5ff9e546490f9d94","0fbhk8q7ug23","H",2010-04-06
"495","7706545","dddf3d41545bdca735cce40cb16a9db7","hoxb54v4wk2g","H",2010-04-27
"496","7706545","dddf3d41545bdca735cce40cb16a9db7","r0j9w3aqcwfg","H",2010-04-27
"497","7706545","dddf3d41545bdca735cce40cb16a9db7","msvxojylsk5a","H",2010-04-27
"501","7713678","ef62c649fc92ef8a37935c27219bdf9b","so0v5o76uxdy","G",2010-05-11
"502","7714998","ad6e5b00cd874b576549c9174b63bd98","eftggkeo95mg","G",2010-05-11
"503","7718241","f5cb5cbbc9be8bbe66fe1157cabea293","z9e7cmu5eb6d","B",2010-05-18
"504","7721123","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2010-05-18
"505","7721123","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2010-05-18
"506","7721123","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2010-05-18
"507","7721123","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2010-05-18
"508","7721123","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2010-05-18
"509","7721123","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2010-05-18
"510","7725032","a17808cd097372a4c59128e4cc86d0e7","xuaw38h5jx5t","H",2010-05-25
"511","7725032","a17808cd097372a4c59128e4cc86d0e7","mkeo7v870r3c","H",2010-05-25
"512","7725032","a17808cd097372a4c59128e4cc86d0e7","zgzui5ew1eif","H",2010-05-25
"513","7725032","a17808cd097372a4c59128e4cc86d0e7","tcyepdd0l9mq","H",2010-05-25
"514","7725032","a17808cd097372a4c59128e4cc86d0e7","u0itc5aoxl8z","H",2010-05-25
"515","7725034","252a58ef721c0cc2e7a025b1cae45c6b","vbkdim5sd3wu","H",2010-05-25
"516","7730610","1a4a8f7dc78b2e8b9815cc4a3900d4bf","i0wnp141bf92","H",2010-06-08
"517","7730610","1a4a8f7dc78b2e8b9815cc4a3900d4bf","f0tp1b87r2b5","H",2010-06-08
"518","7731495","358d3cb746241ec1105de0542e47fbcd","kncnqhryd2me","G",2010-06-08
"519","7731495","358d3cb746241ec1105de0542e47fbcd","zz18j7adgwo8","G",2010-06-08
"520","7733400","58ba0036d0955ff99b4df352699a5586","h218a6q97nfn","H",2010-06-08
"521","7736854","e919b3070b1d976d253adeb72388c1e2","8d17n04sttle","C",2010-06-15
"522","7740834","929473bb19731b65fe98ebc937ed294c","59gvjzopo59b","C",2010-06-22
"523","7748027","2dc337f2d56341a9140f5081478b4e5d","z7cw2m7n1f6j","G",2010-06-29
"524","7748027","2dc337f2d56341a9140f5081478b4e5d","9tsjfuuf68w1","G",2010-06-29
"525","7761052","38a2bad6e891da08a65fa214234450c9","qk3ri3980bep","H",2010-07-20
"526","7761052","38a2bad6e891da08a65fa214234450c9","zzq8fzpj4725","H",2010-07-20
"527","7761052","38a2bad6e891da08a65fa214234450c9","j3ou1ckgxyaa","H",2010-07-20
"528","7761052","38a2bad6e891da08a65fa214234450c9","fms55pjwj4yd","H",2010-07-20
"529","7761052","38a2bad6e891da08a65fa214234450c9","z8zzsf6pe0et","H",2010-07-20
"530","7770940","a30d910bfdb217faadee3953037307db","ggj0zalfcc37","F",2010-08-10
"531","7771078","4681373381395ced733a40550595bff4","xqeq22fr3lpc","F",2010-08-10
"532","7771078","4681373381395ced733a40550595bff4","g4o64z2dtieq","F",2010-08-10
"533","7771078","4681373381395ced733a40550595bff4","vupr2vddmb7v","F",2010-08-10
"534","7771078","4681373381395ced733a40550595bff4","xj3o63qbnbnr","F",2010-08-10
"535","7771078","4681373381395ced733a40550595bff4","w3puye54yv6c","F",2010-08-10
"536","7771078","4681373381395ced733a40550595bff4","mnosbhpelslg","F",2010-08-10
"537","7771078","4681373381395ced733a40550595bff4","ossgasual7ma","F",2010-08-10
"538","7771078","4681373381395ced733a40550595bff4","44kvl4rtpsm0","F",2010-08-10
"539","7771078","4681373381395ced733a40550595bff4","ulml2udxp4r8","F",2010-08-10
"540","7771078","4681373381395ced733a40550595bff4","368rgo0c5gr5","F",2010-08-10
"542","7779462","237c2b0099548ddbfa5a37f07e0687ab","23pta3jjpriv","G",2010-08-17
"543","7782581","126e2b2ee7423e5516d50564a2ed7910","xrvkydzk656d","H",2010-08-24
"544","7782581","126e2b2ee7423e5516d50564a2ed7910","i0n5ahw1wjrg","H",2010-08-24
"545","7782581","126e2b2ee7423e5516d50564a2ed7910","s91h4hu5t3bd","H",2010-08-24
"546","7782581","126e2b2ee7423e5516d50564a2ed7910","p6sw9qe45dvk","H",2010-08-24
"547","7782581","126e2b2ee7423e5516d50564a2ed7910","28y97mlfmayw","H",2010-08-24
"548","7782581","126e2b2ee7423e5516d50564a2ed7910","wy09e6twn0s1","H",2010-08-24
"552","7787202","7a049509a0c322120c1ceea60998eb35","va7c2bjr3euv","H",2010-08-31
"553","7787202","7a049509a0c322120c1ceea60998eb35","wdtx66b8ludm","H",2010-08-31
"554","7799158","f491f7e4d55f180b0696b0146e369c2d","wb4uii5ucb70","C",2010-09-21
"555","7799158","f491f7e4d55f180b0696b0146e369c2d","5s8pdlo0aafg","C",2010-09-21
"556","7803735","fc683520fac4667c1f5c67330c9200ee","s80bx98q32g7","B",2010-09-28
"557","7803735","fc683520fac4667c1f5c67330c9200ee","qhvt8jdxarc7","B",2010-09-28
"558","7803735","fc683520fac4667c1f5c67330c9200ee","xwt10bpgdf6s","B",2010-09-28
"559","7807408","7ef39f502a7f77218e1ae7b9371dceee","hjwymoeaxrtm","C",2010-10-05
"560","7807728","bffc172ea084f97c686b30c04bfc1a30","hoxb54v4wk2g","C",2010-10-05
"561","7809816","da0e436ab2be7c53bf82e33fade04d64","7e63cf9n8eei","G",2010-10-05
"562","7811545","ee5574b07fcc2531b51f7916b8435c5a","h218a6q97nfn","C",2010-10-12
"563","7820270","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","B",2010-10-26
"564","7820270","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","B",2010-10-26
"565","7820270","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","B",2010-10-26
"566","7820270","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","B",2010-10-26
"567","7820270","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","B",2010-10-26
"568","7820270","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","B",2010-10-26
"569","7820518","c83e7681905d61f046573cd4360dd4da","3976whs4eldg","H",2010-10-26
"570","7820518","c83e7681905d61f046573cd4360dd4da","lma6h6dl5dzg","H",2010-10-26
"571","7820518","c83e7681905d61f046573cd4360dd4da","i8bo906v7gdb","H",2010-10-26
"572","7820518","c83e7681905d61f046573cd4360dd4da","ryk3kgy7bl8y","H",2010-10-26
"573","7822689","29a03fd21a4c9b1420a55ecba2105eae","wsd64sbiod3a","G",2010-10-26
"574","7822689","29a03fd21a4c9b1420a55ecba2105eae","tch6v49qqg22","G",2010-10-26
"575","7822689","29a03fd21a4c9b1420a55ecba2105eae","6qcwqs98tfh0","G",2010-10-26
"576","7822689","29a03fd21a4c9b1420a55ecba2105eae","3hb9ufba0e2e","G",2010-10-26
"577","7822689","29a03fd21a4c9b1420a55ecba2105eae","djj2kpo64wb3","G",2010-10-26
"578","7822689","29a03fd21a4c9b1420a55ecba2105eae","rfmxwk4iedfc","G",2010-10-26
"579","7823400","270b904c8673ace0dd5424a19324296b","sv59y5v7bto3","F",2010-11-02
"580","7823400","270b904c8673ace0dd5424a19324296b","n3o7zam0ip18","F",2010-11-02
"581","7823400","270b904c8673ace0dd5424a19324296b","qj9rlevjboxy","F",2010-11-02
"582","7823400","270b904c8673ace0dd5424a19324296b","72uatc7a4ijn","F",2010-11-02
"583","7823400","270b904c8673ace0dd5424a19324296b","ezrsleeguy3m","F",2010-11-02
"584","7823400","270b904c8673ace0dd5424a19324296b","6rgj6bpelcd4","F",2010-11-02
"585","7823400","270b904c8673ace0dd5424a19324296b","pkhttzmji9ov","F",2010-11-02
"586","7826086","9fc220bd99277bf63fd15dfba3353036","hoxb54v4wk2g","H",2010-11-02
"587","7826086","9fc220bd99277bf63fd15dfba3353036","5s8pdlo0aafg","H",2010-11-02
"588","7828972","6a2700dd5229e186e2a29f8d56b7e301","fgi8qofp1qv8","B",2010-11-09
"590","7845444","db2a9e4cba0552d1f85742c1ef107795","55lfcsh051qk","B",2010-12-07
"591","7845444","db2a9e4cba0552d1f85742c1ef107795","wy09e6twn0s1","B",2010-12-07
"592","7845444","db2a9e4cba0552d1f85742c1ef107795","wb4uii5ucb70","B",2010-12-07
"593","7850896","51b51d3f6ffa3d54cd98ed5cbf97e1ce","4n2eco3h4nj0","H",2010-12-14
"594","7853106","2f261de46363fd98608d8a9800f20fee","6qcwqs98tfh0","G",2010-12-14
"595","7853106","2f261de46363fd98608d8a9800f20fee","tkkdl9c3d7wx","G",2010-12-14
"596","7853106","2f261de46363fd98608d8a9800f20fee","f6dzzu3jqgwp","G",2010-12-14
"597","7853106","2f261de46363fd98608d8a9800f20fee","71k2dlx6xi5k","G",2010-12-14
"598","7853106","2f261de46363fd98608d8a9800f20fee","xyj4n2xztl5p","G",2010-12-14
"599","7853106","2f261de46363fd98608d8a9800f20fee","9y6ywj1fve55","G",2010-12-14
"600","7855990","a17808cd097372a4c59128e4cc86d0e7","zgzui5ew1eif","H",2010-12-21
"601","7855990","a17808cd097372a4c59128e4cc86d0e7","mkeo7v870r3c","H",2010-12-21
